Treatment,Date,Group,Sex,Time,Weight,GR,Notes,Ctime
new,oct 4th,Oct_4_New,M,40,334,8.35,,-4.241071429
new,oct 4th,Oct_4_New,M,40,354,8.85,,-4.241071429
new,oct 4th,Oct_4_New,M,41,439,10.70731707,,-3.241071429
new,oct 4th,Oct_4_New,M,41,373,9.097560976,,-3.241071429
new,oct 4th,Oct_4_New,M,41,361,8.804878049,,-3.241071429
new,oct 4th,Oct_4_New,M,41,364,8.87804878,,-3.241071429
new,oct 4th,Oct_4_New,M,41,419,10.2195122,,-3.241071429
new,oct 4th,Oct_4_New,M,41,401,9.780487805,,-3.241071429
new,oct 4th,Oct_4_New,M,41,372,9.073170732,,-3.241071429
new,oct 4th,Oct_4_New,M,41,359,8.756097561,,-3.241071429
new,oct 4th,Oct_4_New,M,42,374,8.904761905,,-2.241071429
new,oct 4th,Oct_4_New,M,42,411,9.785714286,,-2.241071429
new,oct 4th,Oct_4_New,M,42,392,9.333333333,,-2.241071429
new,oct 4th,Oct_4_New,M,42,386,9.19047619,,-2.241071429
new,oct 4th,Oct_4_New,M,42,385,9.166666667,,-2.241071429
new,oct 4th,Oct_4_New,M,42,391,9.30952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,413,9.833333333,,-2.241071429
new,oct 4th,Oct_4_New,M,42,393,9.357142857,,-2.241071429
new,oct 4th,Oct_4_New,M,42,400,9.523809524,,-2.241071429
new,oct 4th,Oct_4_New,M,42,382,9.095238095,,-2.241071429
new,oct 4th,Oct_4_New,M,42,282,6.714285714,MISSING HIND LEG X1,-2.241071429
new,oct 4th,Oct_4_New,M,42,388,9.238095238,,-2.241071429
new,oct 4th,Oct_4_New,M,42,307,7.30952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,352,8.380952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,414,9.857142857,,-2.241071429
new,oct 4th,Oct_4_New,M,43,332,7.720930233,,-1.241071429
new,oct 4th,Oct_4_New,M,43,446,10.37209302,,-1.241071429
new,oct 4th,Oct_4_New,M,43,364,8.465116279,,-1.241071429
new,oct 4th,Oct_4_New,M,43,480,11.1627907,,-1.241071429
new,oct 4th,Oct_4_New,M,43,377,8.76744186,,-1.241071429
new,oct 4th,Oct_4_New,M,43,409,9.511627907,,-1.241071429
new,oct 4th,Oct_4_New,M,43,365,8.488372093,,-1.241071429
new,oct 4th,Oct_4_New,M,43,318,7.395348837,,-1.241071429
new,oct 4th,Oct_4_New,M,43,345,8.023255814,,-1.241071429
new,oct 4th,Oct_4_New,M,43,378,8.790697674,,-1.241071429
new,oct 4th,Oct_4_New,M,43,421,9.790697674,,-1.241071429
new,oct 4th,Oct_4_New,M,45,516,11.46666667,,0.758928571
new,oct 4th,Oct_4_New,M,46,480,10.43478261,,1.758928571
new,oct 4th,Oct_4_New,M,46,513,11.15217391,,1.758928571
new,oct 4th,Oct_4_New,M,46,488,10.60869565,,1.758928571
new,oct 4th,Oct_4_New,M,46,479,10.41304348,,1.758928571
new,oct 4th,Oct_4_New,M,46,511,11.10869565,,1.758928571
new,oct 4th,Oct_4_New,M,46,465,10.10869565,,1.758928571
new,oct 4th,Oct_4_New,M,47,553,11.76595745,,2.758928571
new,oct 4th,Oct_4_New,M,47,502,10.68085106,,2.758928571
new,oct 4th,Oct_4_New,M,47,532,11.31914894,,2.758928571
new,oct 4th,Oct_4_New,M,47,476,10.12765957,,2.758928571
new,oct 4th,Oct_4_New,M,47,504,10.72340426,,2.758928571
new,oct 4th,Oct_4_New,M,47,512,10.89361702,,2.758928571
new,oct 4th,Oct_4_New,M,49,373,7.612244898,MISSING HIND LEG X1,4.758928571
new,oct 5th,Oct_5_New,M,40,398,9.95,,-1.87037037
new,oct 5th,Oct_5_New,M,41,381,9.292682927,,-0.87037037
new,oct 5th,Oct_5_New,M,41,377,9.195121951,,-0.87037037
new,oct 5th,Oct_5_New,M,41,445,10.85365854,,-0.87037037
new,oct 5th,Oct_5_New,M,41,378,9.219512195,,-0.87037037
new,oct 5th,Oct_5_New,M,40,416,10.4,,-1.87037037
new,oct 5th,Oct_5_New,M,40,363,9.075,,-1.87037037
new,oct 5th,Oct_5_New,M,40,385,9.625,,-1.87037037
new,oct 5th,Oct_5_New,M,44,437,9.931818182,,2.12962963
new,oct 5th,Oct_5_New,M,44,501,11.38636364,MISSING HIND LEG X1,2.12962963
new,oct 5th,Oct_5_New,M,38,438,11.52631579,,-3.87037037
new,oct 5th,Oct_5_New,M,44,509,11.56818182,,2.12962963
new,oct 5th,Oct_5_New,M,44,562,12.77272727,,2.12962963
new,oct 5th,Oct_5_New,M,44,432,9.818181818,,2.12962963
new,oct 5th,Oct_5_New,M,44,563,12.79545455,,2.12962963
new,oct 5th,Oct_5_New,M,43,465,10.81395349,,1.12962963
new,oct 5th,Oct_5_New,M,43,387,9,,1.12962963
new,oct 5th,Oct_5_New,M,38,431,11.34210526,,-3.87037037
new,oct 5th,Oct_5_New,M,46,564,12.26086957,,4.12962963
new,oct 5th,Oct_5_New,M,43,506,11.76744186,,1.12962963
new,oct 5th,Oct_5_New,M,43,539,12.53488372,,1.12962963
new,oct 5th,Oct_5_New,M,43,445,10.34883721,,1.12962963
new,oct 5th,Oct_5_New,M,43,527,12.25581395,,1.12962963
new,oct 5th,Oct_5_New,M,39,426,10.92307692,,-2.87037037
new,oct 5th,Oct_5_New,M,39,401,10.28205128,,-2.87037037
new,oct 5th,Oct_5_New,M,39,400,10.25641026,,-2.87037037
new,oct 5th,Oct_5_New,M,39,369,9.461538462,,-2.87037037
new,oct 5th,Oct_5_New,M,39,390,10,,-2.87037037
new,oct 5th,Oct_5_New,M,39,396,10.15384615,,-2.87037037
new,oct 5th,Oct_5_New,M,39,416,10.66666667,,-2.87037037
new,oct 5th,Oct_5_New,M,39,355,9.102564103,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,385,9.871794872,,-2.87037037
new,oct 5th,Oct_5_New,M,39,368,9.435897436,,-2.87037037
new,oct 5th,Oct_5_New,M,39,369,9.461538462,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,318,8.153846154,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,419,10.74358974,,-2.87037037
new,oct 5th,Oct_5_New,M,39,352,9.025641026,,-2.87037037
new,oct 5th,Oct_5_New,M,39,357,9.153846154,,-2.87037037
new,oct 5th,Oct_5_New,M,39,396,10.15384615,,-2.87037037
new,oct 5th,Oct_5_New,M,39,367,9.41025641,,-2.87037037
new,oct 5th,Oct_5_New,M,40,415,10.375,,-1.87037037
new,oct 5th,Oct_5_New,M,40,428,10.7,,-1.87037037
new,oct 5th,Oct_5_New,M,40,362,9.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,403,10.075,,-1.87037037
new,oct 5th,Oct_5_New,M,40,409,10.225,,-1.87037037
new,oct 5th,Oct_5_New,M,40,432,10.8,,-1.87037037
new,oct 5th,Oct_5_New,M,40,402,10.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,402,10.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,367,9.175,,-1.87037037
new,oct 5th,Oct_5_New,M,39,402,10.30769231,,-2.87037037
new,oct 5th,Oct_5_New,M,39,359,9.205128205,,-2.87037037
new,oct 5th,Oct_5_New,M,39,414,10.61538462,,-2.87037037
new,oct 5th,Oct_5_New,M,39,412,10.56410256,,-2.87037037
new,oct 5th,Oct_5_New,M,40,430,10.75,,-1.87037037
new,oct 5th,Oct_5_New,M,40,403,10.075,,-1.87037037
new,oct 5th,Oct_5_New,M,39,401,10.28205128,,-2.87037037
new,oct 5th,Oct_5_New,M,40,373,9.325,,-1.87037037
